Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Hyundai i10,Bangalore,2010.0,69000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,2.9
Audi A4,Pune,2013.0,87000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,15.5
Volkswagen Jetta,Chennai,2009.0,100970.0,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,Others,5.0,4.0,,4.0
Hyundai i20,Coimbatore,2016.0,44238.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5.0,4.0,,6.72
Skoda Rapid,Kolkata,2015.0,45000.0,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,White,5.0,4.0,,4.25
Maruti Swift,Kolkata,2014.0,47000.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,3.9
Hyundai Grand,Mumbai,2015.0,20000.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,3.85
Toyota Corolla,Kochi,2013.0,55101.0,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,Black/Silver,5.0,4.0,,8.4
Honda Brio,Chennai,2012.0,31500.0,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,White,5.0,4.0,,4.15
Honda City,Kolkata,2014.0,40000.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,White,5.0,4.0,,6.49
Mercedes-Benz CLA,Kochi,2019.0,29836.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,White,5.0,4.0,43.07 Lakh,25.75
Honda City,Mumbai,2017.0,17000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5.0,4.0,15.29 Lakh,11.6
Honda Civic,Delhi,2011.0,62000.0,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,Black/Silver,5.0,4.0,,3.75
Hyundai Elantra,Bangalore,2014.0,46374.0,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,White,5.0,4.0,23.64 Lakh,8.85
Hyundai Creta,Kochi,2019.0,8587.0,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,,13.56
Ford Endeavour,Kochi,2011.0,68022.0,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,Others,7.0,5.0,,5.86
Maruti Wagon,Kolkata,2016.0,4800.0,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,,3.6
BMW 3,Hyderabad,2010.0,105000.0,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,Others,5.0,4.0,,11.0
BMW 7,Bangalore,2017.0,17465.0,Petrol,Automatic,First,12.05 kmpl,2979 CC,320 bhp,White,5.0,4.0,,93.0
Honda City,Mumbai,2006.0,44000.0,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,White,5.0,4.0,,1.55
Mercedes-Benz E-Class,Mumbai,2011.0,47000.0,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,Others,5.0,4.0,,13.9
BMW X5,Chennai,2009.0,110000.0,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,White,5.0,4.0,,18.0
Skoda Octavia,Hyderabad,2015.0,79000.0,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,Black/Silver,5.0,4.0,,17.0
Mercedes-Benz E-Class,Coimbatore,2015.0,73187.0,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Black/Silver,5.0,4.0,,30.72
Maruti Alto,Pune,2012.0,69000.0,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,2.1
Maruti Baleno,Kolkata,2016.0,20000.0,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5.0,4.0,9.04 Lakh,5.74
Hyundai i20,Hyderabad,2010.0,85155.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,3.55
Honda Amaze,Kochi,2016.0,51806.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,5.4
Hyundai Grand,Kochi,2018.0,5354.0,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5.0,4.0,7.37 Lakh,6.76
Skoda Superb,Pune,2014.0,136000.0,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,White,5.0,4.0,,9.5
Hyundai i20,Delhi,2014.0,67407.0,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,Others,5.0,4.0,,4.65
Mercedes-Benz GLC,Mumbai,2018.0,10003.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,White,5.0,4.0,59.77 Lakh,48.5
Mercedes-Benz E-Class,Bangalore,2011.0,34000.0,Petrol,Automatic,Second,10.5 kmpl,1796 CC,157.7 bhp,Others,5.0,4.0,,19.0
Hyundai i10,Mumbai,2015.0,75915.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,3.9
Tata Zest,Kochi,2017.0,48198.0,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,Black/Silver,5.0,4.0,7.63 Lakh,4.65
Maruti Baleno,Chennai,2016.0,35129.0,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,White,5.0,4.0,,7.0
Honda Civic,Hyderabad,2008.0,69972.0,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Black/Silver,5.0,4.0,,3.8
Audi A6,Mumbai,2013.0,56500.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,White,5.0,4.0,,19.8
Skoda Rapid,Coimbatore,2019.0,21214.0,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,Others,5.0,4.0,12.44 Lakh,9.66
Toyota Fortuner,Jaipur,2016.0,73053.0,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,White,7.0,5.0,,20.0
Ford Ecosport,Mumbai,2017.0,27000.0,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,White,5.0,4.0,,8.3
Hyundai i20,Pune,2010.0,50000.0,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,Black/Silver,5.0,4.0,,3.0
BMW X3,Coimbatore,2017.0,51982.0,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,Others,5.0,4.0,,45.77
Renault Scala,Pune,2016.0,52126.0,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,Others,5.0,4.0,,6.0
Hyundai Verna,Bangalore,2014.0,95000.0,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Others,5.0,4.0,,6.9
Hyundai Santa,Delhi,2014.0,110000.0,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Others,7.0,5.0,,12.9
Mahindra XUV500,Kolkata,2014.0,55000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7.0,5.0,,8.5
Honda Amaze,Kolkata,2014.0,84677.0,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,,3.0
Land Rover Discovery,Delhi,2016.0,70000.0,Diesel,Automatic,First,12.97 kmpl,2179 CC,187.7 bhp,White,5.0,4.0,,35.0
Maruti Swift,Hyderabad,2013.0,68800.0,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5.0,4.0,,5.0
Mercedes-Benz B,Kochi,2014.0,37245.0,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,White,5.0,4.0,,11.96
Ford EcoSport,Kochi,2017.0,78526.0,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Black/Silver,5.0,4.0,12.67 Lakh,8.09
Mahindra XUV500,Kochi,2014.0,63288.0,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7.0,5.0,,7.77
Maruti Swift,Bangalore,2013.0,38623.0,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,White,5.0,4.0,,5.0
Hyundai Creta,Bangalore,2016.0,40000.0,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,11.5
Honda City,Mumbai,2013.0,60669.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5.0,4.0,,4.95
Volkswagen Vento,Pune,2011.0,66000.0,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5.0,4.0,,4.25
Mahindra TUV,Coimbatore,2017.0,49404.0,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,Others,7.0,5.0,,7.36
Hyundai i10,Hyderabad,2013.0,89000.0,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,White,5.0,4.0,,4.19
Toyota Innova,Hyderabad,2010.0,109000.0,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,Others,7.0,4.0,,8.26
Hyundai Verna,Kochi,2012.0,54308.0,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,,4.28
Volkswagen Vento,Kochi,2015.0,57026.0,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,White,5.0,4.0,,5.54
Hyundai Verna,Bangalore,2011.0,60000.0,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,Black/Silver,5.0,4.0,,3.95
Hyundai Creta,Coimbatore,2016.0,47392.0,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,Black/Silver,5.0,4.0,19.18 Lakh,13.82
Toyota Fortuner,Ahmedabad,2017.0,15000.0,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,Others,7.0,5.0,34.45 Lakh,30.0
Toyota Fortuner,Delhi,2015.0,92000.0,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,White,7.0,5.0,,19.75
Maruti Grand,Chennai,2008.0,77000.0,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995 CC,163.5 bhp,Black/Silver,5.0,4.0,,5.5
Maruti SX4,Chennai,2011.0,80000.0,Diesel,Manual,Third,21.5 kmpl,1248 CC,88.8 bhp,Black/Silver,5.0,4.0,,3.5
Maruti Wagon,Mumbai,2010.0,12000.0,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,5.04 Lakh,2.45
Audi Q7,Mumbai,2015.0,65938.0,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,White,7.0,5.0,,38.0
Hyundai i20,Bangalore,2013.0,445000.0,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,White,5.0,4.0,,4.45
Hyundai Grand,Coimbatore,2015.0,69053.0,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,5.72
Honda Amaze,Kochi,2016.0,40866.0,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,White,5.0,4.0,8.16 Lakh,5.47
Ford Endeavour,Chennai,2016.0,43000.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,Others,7.0,5.0,,26.5
Hyundai i20,Kochi,2019.0,12800.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5.0,4.0,,7.67
Tata Hexa,Coimbatore,2019.0,14233.0,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,White,7.0,5.0,22.74 Lakh,17.85
Skoda Octavia,Mumbai,2015.0,23000.0,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,Black/Silver,5.0,4.0,,15.75
Toyota Fortuner,Delhi,2013.0,71000.0,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,White,7.0,5.0,,15.25
Maruti Wagon,Jaipur,2015.0,64876.0,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,Black/Silver,5.0,4.0,5.71 Lakh,3.5
Renault KWID,Mumbai,2016.0,8554.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Black/Silver,5.0,4.0,,3.2
Maruti Ciaz,Kochi,2016.0,51950.0,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,Others,5.0,4.0,,6.75
Hyundai Elite,Kochi,2017.0,13460.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,White,5.0,4.0,,8.91
Honda City,Delhi,2010.0,80302.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,3.5
Hyundai Accent,Bangalore,2008.0,80000.0,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,Black/Silver,5.0,4.0,,1.9
Chevrolet Beat,Bangalore,2015.0,66000.0,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,White,5.0,4.0,,2.35
Hyundai i10,Ahmedabad,2008.0,60000.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Others,5.0,4.0,,1.99
Maruti Ciaz,Kochi,2016.0,40810.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,7.9
Maruti Ciaz,Mumbai,2015.0,30000.0,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,White,5.0,4.0,,6.55
Volkswagen Polo,Coimbatore,2013.0,56526.0,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,Black/Silver,5.0,4.0,,5.84
Mercedes-Benz E-Class,Kolkata,2009.0,43600.0,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,White,5.0,4.0,,10.24
Maruti Alto,Hyderabad,2013.0,90121.0,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,2.2
Mahindra TUV,Kochi,2017.0,57259.0,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,Black/Silver,7.0,5.0,,8.87
Mercedes-Benz GLE,Hyderabad,2017.0,29000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,Others,5.0,4.0,79.43 Lakh,57.0
Hyundai i20,Pune,2016.0,21000.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,6.3
Ford Figo,Coimbatore,2013.0,44731.0,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5.0,4.0,,4.34
Fiat Linea,Mumbai,2011.0,48000.0,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,Others,5.0,4.0,,3.0
Mercedes-Benz New,Jaipur,2009.0,116000.0,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,White,5.0,4.0,,8.5
Tata Hexa,Pune,2017.0,39800.0,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,Others,7.0,5.0,20.87 Lakh,14.25
Hyundai Verna,Chennai,2013.0,85350.0,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Others,5.0,4.0,,5.7
Hyundai i10,Ahmedabad,2012.0,37229.0,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,3.41
Mahindra Scorpio,Bangalore,2005.0,60000.0,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,White,8.0,5.0,,4.0
Hyundai Grand,Hyderabad,2016.0,75700.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5.0,4.0,,5.7
Hyundai Elantra,Ahmedabad,2014.0,49000.0,Diesel,Automatic,First,18.23 kmpl,1582 CC,126.2 bhp,Others,5.0,4.0,22.43 Lakh,8.9
Maruti Omni,Jaipur,2011.0,35000.0,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,White,5.0,4.0,,1.85
Honda City,Bangalore,2011.0,60000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5.0,4.0,,4.95
Audi Q5,Coimbatore,2018.0,29091.0,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,Black/Silver,5.0,4.0,,45.52
Audi A4,Bangalore,2014.0,29063.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Others,5.0,4.0,,25.75
Volkswagen Vento,Chennai,2014.0,70010.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5.0,4.0,,5.25
Maruti Alto,Jaipur,2019.0,3000.0,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,White,5.0,4.0,,3.5
Toyota Corolla,Chennai,2008.0,86000.0,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,Others,5.0,4.0,,3.5
Maruti Swift,Delhi,2014.0,52000.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Others,5.0,4.0,,5.25
Audi A4,Kochi,2014.0,55730.0,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,Others,5.0,4.0,,15.21
Hyundai Grand,Kochi,2016.0,26038.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,5.43
Volkswagen Passat,Kolkata,2011.0,42500.0,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,Black/Silver,5.0,4.0,,5.25
Maruti Ritz,Kolkata,2011.0,35888.0,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,White,5.0,4.0,,1.89
Hyundai i10,Kochi,2013.0,46821.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,3.42
Porsche Panamera,Delhi,2013.0,48000.0,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,Black/Silver,4.0,4.0,,50.5
Maruti Alto,Hyderabad,2012.0,67147.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,2.6
Ford Endeavour,Delhi,2017.0,38000.0,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,White,7.0,5.0,,30.48
Maruti Vitara,Kochi,2019.0,34688.0,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5.0,4.0,11.2 Lakh,10.49
Hyundai EON,Chennai,2014.0,37000.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.25
Hyundai i10,Kochi,2013.0,56075.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,White,5.0,4.0,,3.12
Hyundai i20,Kolkata,2009.0,43000.0,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5.0,4.0,,1.99
Honda BRV,Mumbai,2017.0,17000.0,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,Black/Silver,7.0,5.0,15.02 Lakh,9.5
Hyundai i10,Delhi,2015.0,34951.0,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,3.15
Maruti Swift,Delhi,2015.0,51000.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,4.74
Mini Cooper,Mumbai,2016.0,11000.0,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,Others,5.0,4.0,42.12 Lakh,29.5
Maruti Alto,Kolkata,2008.0,42000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.09
Maruti Ciaz,Jaipur,2015.0,40500.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,White,5.0,4.0,,7.1
Tata Indica,Jaipur,2009.0,117000.0,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,Black/Silver,5.0,4.0,,1.1
Volkswagen Vento,Pune,2013.0,65000.0,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5.0,4.0,,4.5
Maruti Baleno,Coimbatore,2019.0,17705.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Others,5.0,4.0,,8.7
Hyundai i20,Delhi,2017.0,25500.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Black/Silver,5.0,4.0,,7.0
Tata Indigo,Kolkata,2016.0,78000.0,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,Others,5.0,4.0,,2.3
Tata Zest,Kochi,2016.0,54199.0,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,Others,5.0,4.0,,5.0
Ford EcoSport,Delhi,2017.0,39000.0,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Others,5.0,4.0,11.47 Lakh,8.45
Honda City,Kolkata,2009.0,31423.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5.0,4.0,,1.99
Maruti Alto,Kolkata,2016.0,31000.0,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,Black/Silver,5.0,4.0,,2.15
Maruti Swift,Chennai,2012.0,63000.0,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5.0,4.0,,4.5
Hyundai Grand,Ahmedabad,2017.0,17125.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,5.4
Hyundai Santa,Coimbatore,2016.0,28881.0,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,White,7.0,5.0,,21.37
BMW 5,Mumbai,2012.0,61240.0,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,Others,5.0,4.0,70.43 Lakh,17.5
Renault Duster,Jaipur,2015.0,55000.0,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,Black/Silver,5.0,4.0,,6.5
Maruti Ertiga,Delhi,2014.0,17585.0,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,Others,7.0,5.0,,6.35
Maruti Swift,Kolkata,2016.0,85450.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Others,5.0,4.0,,4.0
Maruti A-Star,Hyderabad,2009.0,61964.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5.0,4.0,,2.25
Volkswagen Vento,Mumbai,2014.0,45000.0,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Others,5.0,4.0,,4.8
Mercedes-Benz New,Mumbai,2015.0,16329.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,White,5.0,4.0,,30.3
Maruti Swift,Coimbatore,2008.0,50121.0,Petrol,Manual,First,20.4 kmpl,1197 CC,83.11 bhp,White,5.0,4.0,,3.41
Toyota Etios,Chennai,2013.0,67620.0,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.8 bhp,White,5.0,4.0,,4.2
Audi Q5,Chennai,2014.0,25000.0,Diesel,Automatic,First,12.19 kmpl,2967 CC,236 bhp,White,5.0,4.0,,44.0
Skoda Superb,Delhi,2011.0,78000.0,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,Black/Silver,5.0,4.0,,4.5
Volkswagen Vento,Chennai,2011.0,37000.0,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,Black/Silver,5.0,4.0,,4.8
Maruti Wagon,Mumbai,2010.0,19119.0,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,2.7
Hyundai i20,Kochi,2017.0,51612.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5.0,4.0,,7.11
Toyota Innova,Chennai,2016.0,90000.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7.0,4.0,,13.9
Honda City,Kolkata,2008.0,40000.0,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,White,5.0,4.0,,1.8
Tata Nano,Pune,2011.0,65000.0,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,White,4.0,4.0,,0.44
Maruti Ertiga,Chennai,2012.0,87000.0,Diesel,,First,20.77 kmpl,1248 CC,88.76 bhp,Others,7.0,5.0,,6.0
Hyundai Santro,Mumbai,2005.0,102000.0,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,White,5.0,4.0,,0.85
Audi A4,Hyderabad,2014.0,53000.0,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,White,5.0,4.0,,20.5
Audi A4,Coimbatore,2013.0,40670.0,Diesel,,Second,15.2 kmpl,1968 CC,140.8 bhp,White,5.0,4.0,,17.74
Renault Duster,Ahmedabad,2014.0,55000.0,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5.0,4.0,,4.75
Audi A6,Kolkata,2013.0,31000.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,18.95
Honda Jazz,Kolkata,2010.0,45000.0,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,Black/Silver,5.0,4.0,,1.99
Maruti Swift,Mumbai,2015.0,130000.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5.0,4.0,,3.25
Ford Endeavour,Chennai,2011.0,100000.0,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,White,7.0,5.0,,8.5
Skoda Rapid,Kochi,2016.0,35058.0,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,Black/Silver,5.0,4.0,,6.54
Maruti Alto,Coimbatore,2010.0,48105.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5.0,4.0,,3.1
Maruti Swift,Delhi,2011.0,69313.0,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,White,5.0,4.0,,2.65
Maruti Omni,Hyderabad,2015.0,52950.0,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,White,5.0,4.0,,2.35
Tata Indigo,Jaipur,2016.0,65000.0,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,White,5.0,4.0,,2.8
Maruti Swift,Chennai,2014.0,54000.0,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,Black/Silver,5.0,4.0,,4.5
Honda City,Mumbai,2015.0,42366.0,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,7.75
Maruti Dzire,Jaipur,2013.0,77084.0,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,White,5.0,4.0,8.75 Lakh,4.95
Ford Figo,Pune,2010.0,129986.0,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,Black/Silver,5.0,4.0,,3.2
Ford Ecosport,Coimbatore,2015.0,28232.0,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,Black/Silver,5.0,4.0,,7.72
Maruti Alto,Kolkata,2007.0,18700.0,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.25
Volkswagen Polo,Hyderabad,2013.0,86300.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5.0,4.0,,4.5
Chevrolet Sail,Jaipur,2013.0,48000.0,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,Black/Silver,5.0,4.0,,3.25
Honda City,Kolkata,2006.0,44000.0,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,Others,5.0,4.0,,1.5
BMW X5,Mumbai,2015.0,41000.0,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,Others,5.0,4.0,,45.0
Toyota Etios,Delhi,2012.0,72351.0,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Black/Silver,5.0,4.0,,2.65
Maruti Swift,Coimbatore,2012.0,78212.0,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,White,5.0,4.0,,5.35
